"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:02:05,9546194","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\AIServices.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9547587","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\PGS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:05,9551453","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PGS.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9552327","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\AIServices.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9552796","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PaintTools.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9556866","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\AIServices.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:05,9557593","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PGS.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0556376","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\AIServices.dll","SUCCESS","Image Base: 0x7ffca3fd0000, Image Size: 0xbb000"
"15:02:06,0557918","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0559630","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0560968","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0561825","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0562677","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0563153","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0565021","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0565932","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0566268","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0566521","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"15:02:06,0566882","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"15:02:06,0570301","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0570677","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0571917","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"15:02:06,0572493","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"15:02:06,0572834","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 14, Data: ru-RU"
"15:02:06,0574485","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0576574","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0578986","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0579304","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"15:02:06,0579662","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"15:02:06,0580932","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PGS.dll","SUCCESS","Image Base: 0x7ffcc2b40000, Image Size: 0x19000"
"15:02:06,0581941","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0582333","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0582586","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0582765","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"15:02:06,0582934","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"15:02:06,0583619","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0584150","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0584348","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0584516","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0584851","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0585287","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0585497","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0587393","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0588171","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","REPARSE GLOBAL","Desired Access: Read"
"15:02:06,0589331","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","REPARSE GLOBAL","Desired Access: Read"
"15:02:06,0589668","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"15:02:06,0589841","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"15:02:06,0589960","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"15:02:06,0590292","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"15:02:06,0592668","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\AIServices.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0593074","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PGS.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0611905","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots","NAME NOT FOUND","Desired Access: Enumerate Sub Keys"
"15:02:06,0620616","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\EnumHelper.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0621613","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintAIManager.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0624182","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\PaintAIManager.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0625340","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.2_2.5.1.0_x64__8wekyb3d8bbwe\EnumHelper.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0627125","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\EnumHelper.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0628099","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\PaintAIManager.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0630775","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\EnumHelper.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0632426","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\EnumHelper.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0633196","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\microsoft.vclibs.140.00.uwpdesktop_14.0.33728.0_x64__8wekyb3d8bbwe\PaintAIManager.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:02:06,0634251","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\EnumHelper.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0639805","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PaintAIManager.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0642306","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PaintAIManager.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0780857","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PaintTools.dll","SUCCESS","Image Base: 0x7ffcbdf50000, Image Size: 0x50000"
"15:02:06,0782074","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0782710","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0784927","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0786471","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"15:02:06,0786971","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"15:02:06,0788358","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0792079","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0794919","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0801005","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0804798","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","REPARSE GLOBAL","Desired Access: Read"
"15:02:06,0805767","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"15:02:06,0806014","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"15:02:06,0806061","mspaint.exe","20252","Load Image","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\BasePaint.dll","SUCCESS","Image Base: 0x7ffcae790000, Image Size: 0x5a000"
"15:02:06,0807192","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0807701","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0808292","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.81.0_x64__8wekyb3d8bbwe\PaintApp\PaintTools.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:02:06,0809169","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0809748","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"15:02:06,0810277","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"15:02:06,0811015","mspaint.exe","20252","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0811356","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:02:06,0811531","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:02:06,0812358","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
